Nom,Type,Attribut,ATK,DEF,Niveau
Dimension Reflector,Trap Card,,,,
Dimension Shifter,Effect Monster,DARK,1200,2200,6
Dimension Slice,Trap Card,,,,
Dimension Sphinx,Trap Card,,,,
Dimension Wall,Trap Card,,,,
Dimension Wanderer,Effect Monster,LIGHT,0,0,1
Dimensional Alchemist,Effect Monster,LIGHT,1300,200,4
Dimensional Barrier,Trap Card,,,,
Dimensional Fissure,Spell Card,,,,
Dimensional Inversion,Trap Card,,,,
Dimensional Prison,Trap Card,,,,
Dimensionhole,Spell Card,,,,
Dimer Synthesis,Spell Card,,,,
Dino-Sewing,Effect Monster,EARTH,0,0,4
Dinomic Powerload,Spell Card,,,,
"Dinomight Knight, the True Dracofighter",Effect Monster,WATER,2500,1200,6
Dinomist Charge,Spell Card,,,,
Dinomist Eruption,Trap Card,,,,
Dinomist Rush,Trap Card,,,,
Dinomists Howling,Trap Card,,,,
Dinomorphia Alert,Trap Card,,,,
Dinomorphia Brute,Trap Card,,,,
Dinomorphia Diplos,Effect Monster,DARK,1000,0,4
Dinomorphia Domain,Trap Card,,,,
Dinomorphia Frenzy,Trap Card,,,,
Dinomorphia Intact,Trap Card,,,,
Dinomorphia Reversion,Trap Card,,,,
Dinomorphia Shell,Trap Card,,,,
Dinomorphia Sonic,Trap Card,,,,
Dinomorphia Therizia,Effect Monster,DARK,1500,0,4
Dinovatus Docus,Effect Monster,EARTH,1500,2200,6
Dinowrestler Capaptera,Effect Monster,WIND,1600,0,3
Dinowrestler Capoeiraptor,Effect Monster,EARTH,1800,0,4
Dinowrestler Eskrimamenchi,Effect Monster,EARTH,2200,0,6
Dinowrestler Iguanodraka,Effect Monster,EARTH,2000,0,6
Dinowrestler Martial Ampelo,Effect Monster,EARTH,600,0,1
Dinowrestler Martial Anga,Effect Monster,EARTH,1600,0,5
Dinowrestler Martial Ankylo,Effect Monster,EARTH,1000,0,2
Dinowrestler Pankratops,Effect Monster,EARTH,2600,0,7
Dinowrestler Rambrachio,Effect Monster,EARTH,1600,0,5
Dinowrestler Systegosaur,Effect Monster,EARTH,1900,0,4
Dinowrestler Valeonyx,Effect Monster,EARTH,1600,0,3
Dipsea Fiend,Effect Monster,WATER,1500,1000,4
Dirge of the Lost Dragon,Spell Card,,,,
Disappear,Trap Card,,,,
Disarm,Trap Card,,,,
Disarmament,Trap Card,,,,
Disc Fighter,Effect Monster,EARTH,1000,1000,4
Disciple of Nephthys,Effect Monster,WIND,0,2000,2
Disciple of the Forbidden Spell,Effect Monster,LIGHT,1700,800,4
Disciples of the True Dracophoenix,Spell Card,,,,
Discord,Trap Card,,,,
Discordance of the Tistina,Trap Card,,,,
Disenchanter,Effect Monster,LIGHT,2000,2300,5
Disk Magician,Normal Monster,DARK,1350,1000,4
Diskblade Rider,Effect Monster,WIND,1700,1500,4
Disposable Learner Device,Spell Card,,,,
Dissolverock,Normal Monster,EARTH,900,1000,3
Disturbance Strategy,Trap Card,,,,
Divine Domain Baatistina,Spell Card,,,,
Divine Dragon - Excelion,Effect Monster,LIGHT,1500,900,5
Divine Dragon Apocralyph,Effect Monster,DARK,1000,1500,4
Divine Dragon Aquabizarre,Effect Monster,WATER,2100,1500,5
Divine Dragon Lord Felgrand,Effect Monster,LIGHT,2800,2800,8
Divine Dragon Ragnarok,Normal Monster,LIGHT,1500,1000,4
Divine Dragon Titanomakhia,Effect Monster,LIGHT,3000,2000,10
Divine Evolution,Spell Card,,,,
Divine Knight Ishzark,Effect Monster,LIGHT,2300,1800,6
Divine Punishment,Trap Card,,,,
Divine Relic Mjollnir,Trap Card,,,,
Divine Serpent Geh,Effect Monster,DARK,-1,0,12
Divine Sword - Phoenix Blade,Spell Card,,,,
Divine Temple of the Snake-Eye,Spell Card,,,,
Divine Wind of Mist Valley,Spell Card,,,,
Divine Wrath,Trap Card,,,,
Division,Effect Monster,FIRE,200,200,2
Dizzying Winds of Yosen Village,Trap Card,,,,
Djinn Cursenchanter of Rituals,Effect Monster,DARK,1700,1000,4
Djinn Demolisher of Rituals,Effect Monster,DARK,1500,600,3
Djinn Disserere of Rituals,Effect Monster,DARK,200,200,1
Djinn Presider of Rituals,Effect Monster,DARK,1800,1400,4
Djinn Prognosticator of Rituals,Effect Monster,DARK,400,300,3
Djinn Releaser of Rituals,Effect Monster,DARK,1200,2000,3
Djinn the Watcher of the Wind,Normal Monster,WIND,700,900,3
DMZ Dragon,Effect Monster,DARK,0,2000,4
DNA Checkup,Trap Card,,,,
DNA Surgery,Trap Card,,,,
DNA Transplant,Trap Card,,,,
Do a Barrel Roll,Trap Card,,,,
Doble Passe,Trap Card,,,,
Doctor Cranium,Effect Monster,EARTH,100,100,1
Doctor D,Spell Card,,,,
Dodger Dragon,Effect Monster,WIND,1900,1200,4
Dododo Bot,Effect Monster,EARTH,1800,1900,4
Dododo Buster,Effect Monster,EARTH,1900,800,6
Dododo Driver,Effect Monster,EARTH,1800,200,4
Dododo Swordsman,Effect Monster,EARTH,0,3000,8
Dododo Warrior,Effect Monster,EARTH,2300,900,6
Dododo Witch,Effect Monster,EARTH,1200,1600,4
Dodododraw,Spell Card,,,,
Dodododwarf Gogogoglove,Effect Monster,EARTH,0,1800,4
Doggy Diver,Effect Monster,DARK,1000,1000,4
"Dogmatika Adin, the Enlightened",Effect Monster,LIGHT,1000,1800,4
Dogmatika Ashiyan,Effect Monster,LIGHT,2000,1500,8
"Dogmatika Ecclesia, the Virtuous",Effect Monster,LIGHT,1500,1500,4
Dogmatika Encounter,Trap Card,,,,
"Dogmatika Fleurdelis, the Knighted",Effect Monster,LIGHT,2500,2500,8
Dogmatika Genesis,Trap Card,,,,
Dogmatika Maximus,Effect Monster,LIGHT,1500,3000,8
Dogmatika Nation,Spell Card,,,,
Dogmatika Nexus,Effect Monster,LIGHT,3200,3200,11
Dogmatika Punishment,Trap Card,,,,
"Dogmatika Theo, the Iron Punch",Effect Monster,LIGHT,1800,1500,4
Dogmatikacism,Spell Card,,,,
Dogmatikalamity,Spell Card,,,,
Dogmatikamacabre,Spell Card,,,,
Dogmatikamatrix,Spell Card,,,,
Dogmatikaturgy,Trap Card,,,,
"Dogoran, the Mad Flame Kaiju",Effect Monster,FIRE,3000,1200,8
Dogu,Effect Monster,EARTH,1900,0,4
Doki Doki,Effect Monster,EARTH,500,500,2
Dokuroizo the Grim Reaper,Normal Monster,DARK,900,1200,3
Dokuroyaiba,Normal Monster,FIRE,1000,400,3
Doll Happiness,Spell Card,,,,
Doll House,Spell Card,,,,
Doll Monster Bear-Bear,Normal Monster,WIND,0,0,4
Doll Monster Miss Mädchen,Normal Monster,LIGHT,0,0,4
Doma The Angel of Silence,Normal Monster,DARK,1600,1400,5
Domain of the True Monarchs,Spell Card,,,,
Domino Effect,Spell Card,,,,
Dominus Impulse,Trap Card,,,,
Dominus Purge,Trap Card,,,,
Don Thousand's Throne,Spell Card,,,,
Don Turtle,Effect Monster,WATER,1100,1200,3
Don Zaloog,Effect Monster,DARK,1400,1500,4
"Don't Slip, the Dogs of War",Spell Card,,,,
"Donpa, Marksman Fur Hire",Effect Monster,WIND,500,1000,2
Donyoribo @Ignister,Effect Monster,DARK,300,0,1
Doodle Beast - Stego,Effect Monster,EARTH,1200,1800,5
Doodle Beast - Tyranno,Effect Monster,EARTH,2400,1200,8
Doodlebook - Uh uh uh!,Trap Card,,,,
Doom Dozer,Effect Monster,EARTH,2800,2600,8
Doom Kraken,Effect Monster,WATER,1400,1600,4
Doomcaliber Knight,Effect Monster,DARK,1900,1800,4
Doomdog Octhros,Effect Monster,DARK,800,800,3
Doomkaiser Dragon/Assault Mode,Effect Monster,FIRE,2900,2000,8
Doomking Balerdroch,Effect Monster,DARK,2800,2000,8
Doomsday Horror,Effect Monster,DARK,-1,-1,4
Doomstar Magician,Effect Monster,DARK,1800,300,4
Doomstar Ulka,Effect Monster,WIND,1500,400,4
Doppelganger,Trap Card,,,,
Doppelwarrior,Effect Monster,DARK,800,800,2
Dora Dora,Effect Monster,FIRE,400,200,3
Dora of Fate,Trap Card,,,,
Doriado,Normal Monster,EARTH,1200,1400,4
Doriado's Blessing,Spell Card,,,,
Doron,Normal Monster,EARTH,900,500,2
Dorover,Normal Monster,WATER,900,800,3
Doshin @Ignister,Effect Monster,EARTH,100,800,1
Dotedotengu,Effect Monster,WIND,0,800,3
Dotscaper,Effect Monster,EARTH,0,2100,1
Double Attack,Spell Card,,,,
Double Attack! Wind and Thunder!!,Spell Card,,,,
Double Cipher,Trap Card,,,,
Double Coston,Effect Monster,DARK,1700,1650,4
Double Cyclone,Spell Card,,,,
Double Dai,Trap Card,,,,
Double Defender,Spell Card,,,,
Double Disruptor Dragon,Effect Monster,DARK,2500,1500,8
Double Dragon Descent,Trap Card,,,,
Double Dust Tornado Twins,Trap Card,,,,
Double Evolution Pill,Spell Card,,,,
Double Exposure,Spell Card,,,,
Double Fin Shark,Effect Monster,WATER,1000,1200,4
Double Fusion,Spell Card,,,,
Double Hero Attack,Spell Card,,,,
Double Hooking,Trap Card,,,,
Double Magical Arm Bind,Trap Card,,,,
Double or Nothing!,Spell Card,,,,
Double Payback,Trap Card,,,,
Double Shark,Effect Monster,WATER,1200,1600,4
Double Snare,Spell Card,,,,
Double Spell,Spell Card,,,,
Double Summon,Spell Card,,,,
Double Tag Team,Trap Card,,,,
Double Tool C&D,Spell Card,,,,
Double Trap Hole,Trap Card,,,,
Double Wild,Spell Card,,,,
Double-Edged Sword,Spell Card,,,,
Double-Edged Sword Technique,Trap Card,,,,
Double-Headed Dino King Rex,Effect Monster,EARTH,1600,1200,6
"Dovelgus, Generaider Boss of Iron",Effect Monster,EARTH,1500,2500,9
Downbeat,Spell Card,,,,
Dowsing Fusion,Spell Card,,,,
Doyon @Ignister,Effect Monster,DARK,400,1600,4
Dr. Frankenderp,Effect Monster,DARK,300,300,3
Draco Face-Off,Spell Card,,,,
Draco-Utopian Aura,Trap Card,,,,
"Dracoback, the Rideable Dragon",Spell Card,,,,
Dracocension,Spell Card,,,,
Draconnection,Spell Card,,,,
Draconnet,Effect Monster,DARK,1400,1200,3
Dracoon Lamp,Effect Monster,FIRE,500,2000,4
Dragard,Effect Monster,DARK,1300,1900,4
Dragged Down into the Grave,Spell Card,,,,
"Draghig, Malebranche of the Burning Abyss",Effect Monster,DARK,1100,900,3
Dragolithia Kunzite,Effect Monster,EARTH,0,0,8
Dragon Capture Jar,Trap Card,,,,
Dragon Dowser,Effect Monster,EARTH,1500,1500,4
Dragon Ice,Effect Monster,WATER,1800,2200,5
Dragon Knight of Creation,Effect Monster,LIGHT,1800,600,4
Dragon Laser,Spell Card,,,,
Dragon Mastery,Spell Card,,,,
Dragon Nails,Spell Card,,,,
Dragon of Pride and Soul,Effect Monster,DARK,2500,2500,8
Dragon Queen of Tragic Endings,Effect Monster,DARK,1900,2600,6
Dragon Ravine,Spell Card,,,,
Dragon Revival Rhapsody,Spell Card,,,,
Dragon Seeker,Effect Monster,DARK,2000,2100,6
Dragon Shield,Spell Card,,,,
Dragon Shrine,Spell Card,,,,
Dragon Spirit of White,Effect Monster,LIGHT,2500,2000,8
Dragon Statue,Normal Monster,EARTH,1100,900,3
Dragon Treasure,Spell Card,,,,
Dragon Zombie,Normal Monster,DARK,1600,0,3
Dragon's Bind,Trap Card,,,,
Dragon's Fighting Spirit,Spell Card,,,,
Dragon's Gunfire,Spell Card,,,,
Dragon's Light and Darkness,Spell Card,,,,
Dragon's Mirror,Spell Card,,,,
Dragon's Rage,Trap Card,,,,
Dragon's Rebirth,Trap Card,,,,
Dragoncarnation,Trap Card,,,,
Dragonic Attack,Spell Card,,,,
Dragonic Diagram,Spell Card,,,,
Dragonic Guard,Effect Monster,FIRE,1500,1800,4
Dragonic Knight,Effect Monster,FIRE,2800,2300,7
Dragonic Pendulum,Spell Card,,,,
Dragonic Tactics,Spell Card,,,,
Dragonmaid Changeover,Spell Card,,,,
Dragonmaid Downtime,Trap Card,,,,
Dragonmaid Ernus,Effect Monster,EARTH,2600,1600,7
Dragonmaid Hospitality,Spell Card,,,,
Dragonmaid Lorpar,Effect Monster,WIND,2700,1700,8
Dragonmaid Nudyarl,Effect Monster,WATER,2600,1600,7
Dragonmaid Send-Off,Spell Card,,,,
Dragonmaid Tidying,Trap Card,,,,
Dragonmaid Tinkhec,Effect Monster,FIRE,2700,1700,8
Dragonmaid Welcome,Spell Card,,,,
Dragonoid Generator,Spell Card,,,,
Dragonroid,Effect Monster,WIND,2900,1000,8
Dragoroar,Spell Card,,,,
Dragunity Angusticlavii,Effect Monster,WIND,2100,1000,5
Dragunity Arma Gram,Effect Monster,WIND,2900,2200,10
Dragunity Arma Leyvaten,Effect Monster,WIND,2600,1200,8
Dragunity Arma Mystletainn,Effect Monster,WIND,2100,1500,6
Dragunity Divine Lance,Spell Card,,,,
Dragunity Draft,Spell Card,,,,
Dragunity Dux,Effect Monster,WIND,1500,1000,4
Dragunity Glow,Spell Card,,,,
Dragunity Legatus,Effect Monster,WIND,1800,1200,4
Dragunity Legion,Trap Card,,,,
Dragunity Legionnaire,Effect Monster,WIND,1200,800,3
Dragunity Militum,Effect Monster,WIND,1700,1200,4
Dragunity Oubliette,Trap Card,,,,
Dragunity Primus Pilus,Effect Monster,WIND,2200,1600,5
Dragunity Senatus,Effect Monster,WIND,1800,600,4
Dragunity Tribus,Effect Monster,WIND,500,300,1
Dragunity Whirlwind,Spell Card,,,,
Draining Shield,Trap Card,,,,
Drake Shark,Effect Monster,WATER,1400,1050,4
Dramatic Rescue,Trap Card,,,,
Dramatic Snake-Eye Chase,Spell Card,,,,
Dramaturge of Despia,Effect Monster,DARK,3000,1500,8
Drastic Draw,Spell Card,,,,
Drastic Drop Off,Trap Card,,,,
Draw Discharge,Trap Card,,,,
Draw Muscle,Spell Card,,,,
Draw of Fate,Spell Card,,,,
Dreadscythe Harvester,Effect Monster,WIND,2300,1600,8
Dream Cicada,Effect Monster,WIND,300,1300,3
Dream Clown,Effect Monster,EARTH,1200,900,3
Dream Mirror Fantasy,Trap Card,,,,
Dream Mirror Hypnagogia,Trap Card,,,,
Dream Mirror of Chaos,Spell Card,,,,
Dream Mirror of Joy,Spell Card,,,,
Dream Mirror of Terror,Spell Card,,,,
Dream Mirror Oneiromancy,Trap Card,,,,
Dream Mirror Phantasms,Spell Card,,,,
Dream Mirror Recap,Trap Card,,,,
Dream Shark,Effect Monster,WATER,0,2600,5
Dream Tower of Princess Nemleria,Spell Card,,,,
"Dreaming Reality of Nemleria, Realized",Effect Monster,LIGHT,1500,3000,10
Dreamland,Spell Card,,,,
Dreamsprite,Effect Monster,LIGHT,300,200,2
"Dreiath III, the True Dracocavalry General",Effect Monster,EARTH,2100,2800,6
Dried Winds,Trap Card,,,,
Drill Barnacle,Effect Monster,WATER,300,0,3
Drill Bug,Effect Monster,EARTH,1100,200,2
Drillago,Effect Monster,DARK,1600,1100,4
Drillroid,Effect Monster,EARTH,1600,1600,4
Driving Snow,Trap Card,,,,
Droll & Lock Bird,Effect Monster,WIND,0,0,1
Droll Bird,Normal Monster,WIND,600,500,2
Drooling Lizard,Normal Monster,EARTH,900,800,3
Drop Off,Trap Card,,,,
Drowning Mirror Force,Trap Card,,,,
Drytron Alpha Thuban,Effect Monster,LIGHT,2000,0,1
Drytron Asterism,Spell Card,,,,
Drytron Beta Rastaban,Effect Monster,LIGHT,2000,0,1
Drytron Delta Altais,Effect Monster,LIGHT,2000,0,1
Drytron Eclipse,Spell Card,,,,
Drytron Fafnir,Spell Card,,,,
Drytron Gamma Eltanin,Effect Monster,LIGHT,2000,0,1
Drytron Meteor Shower,Trap Card,,,,
Drytron Nova,Spell Card,,,,
Drytron Nu II,Effect Monster,LIGHT,2000,0,1
Drytron Zeta Aldhibah,Effect Monster,LIGHT,2000,0,1
Dual Assembwurm,Effect Monster,DARK,2800,1000,8
Dual Avatar Ascendance,Trap Card,,,,
Dual Avatar Compact,Trap Card,,,,
Dual Avatar Defeating Evil,Spell Card,,,,
Dual Avatar Feet - Kokoku,Effect Monster,LIGHT,800,2000,3
Dual Avatar Fists - Yuhi,Effect Monster,LIGHT,1800,1000,4
Dual Avatar Invitation,Spell Card,,,,
Dual Avatar Return,Trap Card,,,,
Duality,Spell Card,,,,
"Duamutef, Blessing of Horus",Effect Monster,WATER,0,0,8
Duck Fighter,Effect Monster,WIND,1300,1400,3
Duel Academy,Spell Card,,,,
Duel Tower,Spell Card,,,,
Duelist Alliance,Spell Card,,,,
Duelist Genesis,Spell Card,,,,
Dueltaining,Spell Card,,,,
"Duke Shade, the Sinister Shadow Lord",Effect Monster,DARK,500,2000,4
Dunames Dark Witch,Normal Monster,LIGHT,1800,1050,4
Dungeon Worm,Normal Monster,EARTH,1800,1500,5
"Dunnell, the Noble Arms of Light",Spell Card,,,,
Duoterion,Effect Monster,WATER,2000,1400,5
Dupe Frog,Effect Monster,WATER,100,2000,2
Dust Barrier,Spell Card,,,,
Dust Storm of Gusto,Trap Card,,,,
Dust Tornado,Trap Card,,,,
Dustflame Blast,Trap Card,,,,
Duston Roller,Trap Card,,,,
Duza the Meteor Cubic Vessel,Effect Monster,LIGHT,1600,1600,4
Dverg of the Nordic Alfar,Effect Monster,EARTH,100,1000,1
Dwarf Star Dragon Planeter,Effect Monster,LIGHT,1700,1200,4
Dweller in the Depths,Effect Monster,EARTH,1500,700,3
Dwimmered Glimmer,Trap Card,,,,
Dwimmered Path,Spell Card,,,,
Dyna Base,Effect Monster,EARTH,0,2100,4
"Dyna, Hero Fur Hire",Effect Monster,EARTH,2500,1400,6
Dynatherium,Effect Monster,WIND,1600,600,4
Dystopia the Despondent,Effect Monster,DARK,5000,5000,12
DZW - Chimera Clad,Effect Monster,DARK,0,0,1
E - Emergency Call,Spell Card,,,,
E Stranger Big Bang,Effect Monster,LIGHT,2100,500,5
E.M.R.,Trap Card,,,,
Eagle Eye,Effect Monster,WIND,1300,1200,3
Eagle Shark,Effect Monster,WATER,1000,1800,5
"Eanoc, Sentry of the Ghoti",Effect Monster,WATER,2100,0,6
Earth Armor Ninja,Effect Monster,EARTH,1600,1200,5
Earth Chant,Spell Card,,,,
Earth Effigy,Effect Monster,EARTH,100,2000,4
Earthbound Fusion,Spell Card,,,,
Earthbound Geoglyph,Spell Card,,,,
Earthbound Greater Linewalker,Effect Monster,DARK,2900,2900,8
Earthbound Immortal Aslla piscu,Effect Monster,DARK,2500,2500,10
Earthbound Immortal Ccapac Apu,Effect Monster,DARK,3000,2500,10
Earthbound Immortal Ccarayhua,Effect Monster,DARK,2800,1800,10
Earthbound Immortal Chacu Challhua,Effect Monster,DARK,2900,2400,10
Earthbound Immortal Cusillu,Effect Monster,DARK,2800,2400,10
Earthbound Immortal Red Nova,Effect Monster,DARK,3500,3000,12
Earthbound Immortal Revival,Spell Card,,,,
Earthbound Immortal Uru,Effect Monster,DARK,3000,3000,10
Earthbound Immortal Wiraqocha Rasca,Effect Monster,DARK,100,100,10
Earthbound Linewalker,Effect Monster,DARK,1200,1900,4
Earthbound Prison,Spell Card,,,,
Earthbound Prisoner Stone Sweeper,Effect Monster,DARK,1600,1600,5
Earthbound Release,Trap Card,,,,
Earthbound Resonance,Trap Card,,,,
Earthbound Spirit,Normal Monster,EARTH,500,2000,4
Earthbound Wave,Trap Card,,,,
Earthbound Whirlwind,Spell Card,,,,
Earthquake,Spell Card,,,,
Earthquake Giant,Effect Monster,EARTH,1600,2100,5
Earthshaker,Trap Card,,,,
Earthshattering Event,Spell Card,,,,
Eater of Millions,Effect Monster,DARK,-1,-1,1
Eatgaboon,Trap Card,,,,
Ebon Arrow,Trap Card,,,,
Ebon Magician Curran,Effect Monster,DARK,1200,0,2
Ebon Sun,Spell Card,,,,
Echelon of the Fire Kings,Trap Card,,,,
Echo Oscillation,Trap Card,,,,
Eclipse Wyvern,Effect Monster,LIGHT,1600,1000,4
"Eco, Mystical Spirit of the Forest",Effect Monster,EARTH,1700,1000,4
Ecole de Zone,Spell Card,,,,
Ectoplasmer,Spell Card,,,,
Eda the Sun Magician,Effect Monster,EARTH,1500,1500,4
Edea the Heavenly Squire,Effect Monster,LIGHT,800,1000,1
Edge Hammer,Trap Card,,,,
Edge Imp Chain,Effect Monster,DARK,1200,1800,4
Edge Imp Frightfuloid,Effect Monster,DARK,1300,1300,4
Edge Imp Sabres,Effect Monster,DARK,1200,800,3
Edge Imp Saw,Effect Monster,DARK,500,1000,3
Edge Imp Scythe,Effect Monster,DARK,1000,0,3
Edge Imp Tomahawk,Effect Monster,DARK,1800,800,4
Edge of the Ring,Spell Card,,,,
Ego Boost,Spell Card,,,,
"Ehren, Lightsworn Monk",Effect Monster,LIGHT,1600,1000,4
Ehther the Heavenly Monarch,Effect Monster,LIGHT,2800,1000,8
Eidos the Underworld Squire,Effect Monster,DARK,800,1000,2
Eisbahn,Trap Card,,,,
Eka the Flame Buddy,Effect Monster,FIRE,1500,200,4
Ekibyo Drakmord,Spell Card,,,,
El Dorado Adelantado,Trap Card,,,,
El Shaddoll Fusion,Spell Card,,,,
"Elborz, the Sacred Lands of Simorgh",Spell Card,,,,
Eldeen,Normal Monster,LIGHT,950,1000,3
Elder of the Six Samurai,Effect Monster,EARTH,400,0,3
Eldlich the Golden Lord,Effect Monster,LIGHT,2500,2800,10
Eldlixir of Black Awakening,Spell Card,,,,
Eldlixir of Scarlet Sanguine,Trap Card,,,,
Eldlixir of White Destiny,Spell Card,,,,
Electric Jellyfish,Effect Monster,WATER,1400,1700,4
Electric Lizard,Effect Monster,EARTH,850,800,3
Electric Snake,Effect Monster,LIGHT,800,900,3
Electric Virus,Effect Monster,LIGHT,1000,1000,3
Electro Blaster,Effect Monster,FIRE,1800,1400,4
Electro-Whip,Spell Card,,,,
Electrode Beast Anion,Effect Monster,LIGHT,300,100,2
Electrode Beast Cation,Effect Monster,LIGHT,300,100,2
Electromagnetic Shield,Spell Card,,,,
Electromagnetic Turtle,Effect Monster,LIGHT,0,1800,4
Elegant Egotist,Spell Card,,,,
Elegy the Melodious Diva,Effect Monster,LIGHT,2000,1200,5
Element Doom,Effect Monster,DARK,1500,1200,4
Element Dragon,Effect Monster,LIGHT,1500,1200,4
Element Magician,Effect Monster,LIGHT,1500,1200,4
Element Saurus,Effect Monster,DARK,1500,1200,4
Element Soldier,Effect Monster,DARK,1500,1200,4
Element Valkyrie,Effect Monster,LIGHT,1500,1200,4
Elemental Absorber,Trap Card,,,,
Elemental Burst,Trap Card,,,,
Elemental Grace Doriado,Effect Monster,LIGHT,0,0,9
Elemental HERO Avian,Normal Monster,WIND,1000,1000,3
Elemental HERO Bladedge,Effect Monster,EARTH,2600,1800,7
Elemental HERO Blazeman,Effect Monster,FIRE,1200,1800,4
Elemental HERO Bubbleman,Effect Monster,WATER,800,1200,4
Elemental HERO Burstinatrix,Normal Monster,FIRE,1200,800,3
Elemental HERO Captain Gold,Effect Monster,LIGHT,2100,800,4
Elemental HERO Clayman,Normal Monster,EARTH,800,2000,4
Elemental HERO Flash,Effect Monster,LIGHT,1100,1600,4
Elemental HERO Heat,Effect Monster,FIRE,1600,1200,4
Elemental HERO Honest Neos,Effect Monster,LIGHT,2500,2000,7
Elemental HERO Ice Edge,Effect Monster,WATER,800,900,3
Elemental HERO Knospe,Effect Monster,EARTH,600,1000,3
Elemental HERO Lady Heat,Effect Monster,FIRE,1300,1000,4
Elemental HERO Liquid Soldier,Effect Monster,WATER,1400,1300,4
Elemental HERO Necroshade,Effect Monster,DARK,1600,1800,5
Elemental HERO Neo Bubbleman,Effect Monster,WATER,800,1200,4
Elemental HERO Neos,Normal Monster,LIGHT,2500,2000,7
Elemental HERO Ocean,Effect Monster,WATER,1500,1200,4
Elemental HERO Poison Rose,Effect Monster,EARTH,1900,2000,6
Elemental HERO Prisma,Effect Monster,LIGHT,1700,1100,4
Elemental HERO Shadow Mist,Effect Monster,DARK,1000,1500,4
Elemental HERO Solid Soldier,Effect Monster,EARTH,1300,1100,4
Elemental HERO Sparkman,Normal Monster,LIGHT,1600,1400,4
Elemental HERO Spirit of Neos,Effect Monster,LIGHT,2500,2000,7
Elemental HERO Stratos,Effect Monster,WIND,1800,300,4
Elemental HERO Voltic,Effect Monster,LIGHT,1000,1500,4
Elemental HERO Wildheart,Effect Monster,EARTH,1500,1600,4
Elemental HERO Woodsman,Effect Monster,EARTH,1000,2000,4
Elemental Recharge,Trap Card,,,,
Elemental Training,Trap Card,,,,
Elementsaber Aina,Effect Monster,EARTH,900,1800,2
Elementsaber Lapauila,Effect Monster,LIGHT,400,2100,4
Elementsaber Lapauila Mana,Effect Monster,LIGHT,2400,2100,6
Elementsaber Makani,Effect Monster,WIND,1300,1200,2
Elementsaber Malo,Effect Monster,FIRE,1700,200,3
Elementsaber Molehu,Effect Monster,DARK,1900,0,4
Elementsaber Nalu,Effect Monster,WATER,1500,1000,3
Elephant Statue of Blessing,Effect Monster,EARTH,1500,0,3
Elephant Statue of Disaster,Effect Monster,EARTH,1500,0,3
Elf's Light,Spell Card,,,,
Eliminating the League,Trap Card,,,,
Elzette of the White Forest,Effect Monster,LIGHT,0,0,2
EM:P Meowmine,Effect Monster,DARK,800,0,2
Emblem of Dragon Destroyer,Spell Card,,,,
Emblem of the Awakening,Spell Card,,,,
Emblem of the Plunder Patroll,Spell Card,,,,
Emblema Oath,Spell Card,,,,
Emblema Salvation,Spell Card,,,,
Embodiment of Apophis,Trap Card,,,,
Embrace of the Tistina,Trap Card,,,,
Embryonic Beast,Normal Monster,DARK,500,750,2
Emergency Apport,Trap Card,,,,
Emergency Assistance,Spell Card,,,,
Emergency Provisions,Spell Card,,,,
Emergency Teleport,Spell Card,,,,
EMERGENCY!,Spell Card,,,,
